-0.125,0.5,3.75
-1.75,0.1875,3.625
-2,0.5625,3.0625
0.125,0.125,2.4375
0.3125,-0.625,2.9375
-0.6875,-0.5625,2.8125
-1.6875,-0.625,2.1875
-0.125,0.0625,1.9375
2.3125,0.0625,2.3125
0.9375,0,2.6875
-2.3125,0.25,2.375
-2.125,0.375,1.875
-1.4375,0.5,2
-1,0.5625,2.5625
-1.8125,0.375,3.1875
-1.8125,0.625,3.5
-1.875,0.625,3.625
-1.4375,0.8125,3.1875
-0.9375,-0.125,2.6875
-1.5,-0.6875,3
-0.875,-0.8125,2.625
-0.375,-0.3125,2.5
-0.4375,0.25,2.125
0,0.1875,1.8125
1.9375,0.6875,2
1.75,0.0625,1.6875
-0.25,-0.9375,1.875
-1.0625,-0.125,1.4375
2.3125,0.625,2.125
3.5,0.125,2.1875
2.1875,-0.5625,1.625
0.125,0,0.75
1.25,0.25,0.1875
1.3125,0.875,0.875
1.5625,1.125,1.0625
-0.75,1.25,0.625
-1.625,0.8125,0.75
-1,-0.25,1.0625
-0.625,-0.6875,1
-0.625,-0.5,0.3125
-0.0625,-1.25,0.0625
2,-1.1875,0.75
2.375,-0.625,0.5625
1.25,-0.4375,-0.5
-0.4375,0.1875,0
1.4375,1.25,1
3.6875,1.8125,1.875
1.75,1.75,1.8125
-1.0625,1.375,1.6875
-1.6875,0.8125,1.5625
1.5,1.3125,1.3125
2.5,0.375,1.5
1.1875,-0.0625,1.3125
0.25,-0.6875,0.9375
0.125,-1,0.875
-0.0625,-1.0625,1.1875
0,-1.0625,0.9375
0.625,-1.375,0.9375
